"name";"jobTitle";"Place_of_Birth";"BirthDate";"DeathDate"
Alysia Joy Powell;Actress;NA;NA;NA
Ernie Anastos;Actor;NA;NA;NA
Dari Alexander;Actress;NA;NA;NA
Samira Wiley;Actress, Soundtrack;NA;NA;NA
Sammuel Soifer;Actor;1997-07-12;USA;NA
Kevin Townley;Actor;NA;NA;NA
Trevor Zhou;Actor, Director, Writer;NA;NA;NA
Wendy Hoopes;Actress, Director, Writer;1972-11-04;Malaysia;NA
Ethan M. Davis;Actor;NA;NA;NA
Reggie Alvin Green;Actor;NA;NA;NA
Steve Carell;Actor, Producer, Soundtrack;1962-08-16;USA;NA
Steve Buscemi;Actor, Director, Producer;1957-12-13;USA;NA
Olivia Wilde;Actress, Producer, Director;1984-03-10;USA;NA
Jim Carrey;Actor, Writer, Soundtrack;1962-01-17;Canada;NA
James Gandolfini;Actor, Soundtrack, Producer;1961-09-18;USA;2013-06-19
Alan Arkin;Actor, Director, Writer;1934-03-26;USA;NA
Jay Mohr;Actor, Writer, Producer;1970-08-23;USA;NA
Michael Herbig;Actor, Writer, Director;1968-04-29;Germany;NA
Mason Cook;Actor;2000-07-25;USA;NA
Luke Vanek;Actor;NA;NA;NA
Zachary Gordon;Actor;1998-02-15;USA;NA
Richard Wolffe;Writer;NA;NA;NA
Erin Burnett;Actress;1976-07-02;USA;NA
Brad Garrett;Actor, Producer, Music Department;1960-04-14;USA;NA
David Copperfield;Director, Producer, Writer;1956-09-16;USA;NA
Fiona Hale;Actress;1921-02-07;USA;NA
Sonya Eddy;Actress;1967-06-17;USA;NA
Ron Ostrow;Actor, Miscellaneous Crew;NA;NA;NA
Joshua Erenberg;Actor;NA;NA;NA
Ron Pearson;Actor;1968-09-14;USA;NA
Robert Ray Manning Jr.;Actor, Producer, Editor;NA;NA;NA
Gillian Jacobs;Actress, Soundtrack, Director;1982-10-19;USA;NA
Christina Gausas;Actress;NA;NA;NA
Tate Hanyok;Actress, Writer, Producer;NA;NA;NA
Charlie Hartsock;Actor, Producer, Writer;1961-03-03;USA;NA
John Francis Daley;Actor, Writer, Director;1985-07-20;USA;NA
Freedom;Actor, Miscellaneous Crew, Writer;NA;NA;NA
Melissa Ordway;Actress;1983-03-31;USA;NA
Vance DeGeneres;Producer, Writer, Actor;1954-09-02;USA;NA
Murray Gershenz;Actor;1922-05-12;USA;2013-08-28
Catherine Hicks;Actress, Soundtrack;1951-08-06;USA;NA
Chris Sarandon;Actor, Producer, Soundtrack;1942-07-24;USA;NA
Alex Vincent;Actor, Writer, Composer;1981-04-29;USA;NA
Brad Dourif;Actor;1950-03-18;USA;NA
Dinah Manoff;Actress, Director, Soundtrack;1958-01-25;USA;NA
Tommy Swerdlow;Actor, Writer, Director;1962;NA;NA
Jack Colvin;Actor, Director, Transportation Department;1934-10-13;USA;2005-12-01
Neil Giuntoli;Actor;1959-12-20;USA;NA
Juan Ramírez;Actor, Producer, Miscellaneous Crew;NA;NA;NA
Alan Wilder;Actor;1953-09-24;USA;NA
Richard Baird;Actor;NA;NA;NA
Ray Oliver;Actor;NA;NA;NA
Aaron Osborne;Actor;NA;NA;NA
Tyler Hard;Actor;NA;NA;NA
Ted Liss;Actor;1919-04-05;NA;1992-03-03
Roslyn Alexander;Actress;NA;NA;NA
Bo Kane;Actor;NA;NA;NA
Leila Lee Olsen;Actress;NA;NA;NA
Ed Gale;Actor, Stunts;1963-08-23;USA;NA
Lena Sack;Actress;NA;NA;NA
Tommy Gerard;Actor;1947-10-10;USA;NA
Michael Chavez;Actor;NA;NA;NA
Jamie Gray;Actor, Production Designer;NA;NA;NA
Erin Munz;Actress;NA;NA;NA
Jana Twomey;Actress;NA;NA;NA
Suaundra Black;Actress;NA;NA;NA
Edan Gross;Actor, Music Department;1978;NA;NA
John Franklin;Actor, Writer;1959-06-16;USA;NA
Michael Patrick Carter;Actor;1981-11-24;USA;NA
Robert Minkoff;Actor, Producer;NA;Illinois USA;NA
Sid Haig;Actor, Assistant Director, Producer;1939-07-14;USA;NA
William Bassett;Actor;1935-12-28;USA;NA
Karen Black;Actress, Soundtrack, Writer;1939-07-01;USA;2013-08-08
Erin Daniels;Actress, Director, Writer;1972-10-09;USA;NA
Joe Dobbs III;Actor;NA;NA;NA
Judith Drake;Actress, Producer;NA;USA;NA
Dennis Fimple;Actor;1940-11-11;USA;2002-08-23
Gregg Gibbs;Production Designer, Actor, Art Department;NA;NA;NA
Walton Goggins;Actor, Producer;1971-11-10;USA;NA
Chris Hardwick;Actor, Producer, Writer;1971-11-23;USA;NA
Ken Johnson;Actor;NA;NA;NA
Jennifer Jostyn;Actress, Writer, Producer;1968-11-11;USA;NA
Irwin Keyes;Actor, Writer, Producer;1952-03-16;USA;NA
Matthew McGrory;Actor;1973-05-17;USA;2005-08-09
Jake McKinnon;Actor, Special Effects, Miscellaneous Crew;NA;NA;NA
Sheri Moon Zombie;Actress, Producer;1970-09-26;USA;NA
Bill Moseley;Actor, Soundtrack, Producer;1951-11-11;USA;NA
Irvin Mosley Jr.;Actor;1924-11-01;NA;2005-09-15
Robert Allen Mukes;Actor, Stunts;1964-03-14;USA;NA
Walter Phelan;Actor, Special Effects, Make Up Department;NA;NA;NA
Michael J. Pollard;Actor, Soundtrack;1939-05-30;USA;NA
David Reynolds;Actor;NA;NA;NA
Tom Towles;Actor, Writer;1950-03-20;USA;2015-04-02
Rainn Wilson;Actor, Producer, Soundtrack;1966-01-20;USA;NA
Harrison Young;Actor;1930-03-13;USA;2005-07-03
Chad Bannon;Actor;1970-11-13;USA;NA
Samantha Larsen;Actress;NA;NA;NA
Bob Pepper;Actor, Miscellaneous Crew;NA;USA;NA
Freddy Waff;Art Department, Production Designer, Actor;1970-01-19;USA;NA
Rob Zombie;Soundtrack, Director, Writer;1965-01-12;USA;NA
Clint Eastwood;Actor, Producer, Director;1930-05-31;USA;NA
Tommy Lee Jones;Actor, Director, Writer;1946-09-15;USA;NA
Donald Sutherland;Actor, Producer, Soundtrack;1935-07-17;Canada;NA
James Garner;Actor, Producer, Soundtrack;1928-04-07;USA;2014-07-19
James Cromwell;Actor, Producer, Soundtrack;1940-01-27;USA;NA
Marcia Gay Harden;Actress;1959-08-14;USA;NA
William Devane;Actor, Writer, Director;1939-09-05;USA;NA
Loren Dean;Actor, Soundtrack;1969-07-31;USA;NA
Courtney B. Vance;Actor, Producer;1960-03-12;USA;NA
Barbara Babcock;Actress;1937-02-27;USA;NA
Rade Serbedzija;Actor, Director, Writer;1946-07-27;Yugoslavia;NA
Blair Brown;Actress, Soundtrack, Director;1946-04-23;USA;NA
Jay Leno;Producer, Writer, Actor;1950-04-28;USA;NA
Nils Allen Stewart;Stunts, Actor, Assistant Director;NA;NA;NA
Deborah Jolly;Actress;NA;NA;NA
Toby Stephens;Actor, Miscellaneous Crew, Soundtrack;1969-04-21;UK;NA
Eli Craig;Director, Actor, Writer;1972-05-25;USA;NA
John Asher;Actor, Director, Producer;1971-01-13;USA;NA
Matt McColm;Stunts, Actor;NA;NA;NA
Billie Worley;Actor, Assistant Director, Camera Department;NA;NA;NA
Chris Wylde;Actor, Writer, Producer;1976-08-22;USA;NA
Anne Stedman;Actress, Producer;1976-01-17;USA;NA
James MacDonald;Actor, Director, Writer;NA;USA;NA
Kate McNeil;Actress;1959-08-17;USA;NA
Karen M. Waldron;Actress, Producer;1961-03-20;USA;NA
John Linton;Actor;1947;Canada;NA
Mark Thomason;Miscellaneous Crew, Actor;NA;NA;NA
Georgia Emelin;Actress;1969;USA;NA
Carice van Houten;Actress, Producer, Soundtrack;1976-09-05;Netherlands;NA
Sebastian Koch;Actor, Soundtrack;1962-05-31;Germany;NA
Thom Hoffman;Actor, Director, Writer;1957-03-03;Netherlands;NA
Halina Reijn;Actress;1975-11-10;Netherlands;NA
Waldemar Kobus;Actor, Soundtrack;1966;Poland;NA
Derek de Lint;Actor, Director;1950-07-17;Netherlands;NA
Christian Berkel;Actor;1957-10-28;Germany;NA
Dolf de Vries;Actor, Composer;1937-07-11;Netherlands;NA
Peter Blok;Actor, Writer, Soundtrack;1960-04-07;Netherlands;NA
Michiel Huisman;Actor, Soundtrack;1981-07-18;Netherlands;NA
Ronald Armbrust;Actor;NA;NA;NA
Frank Lammers;Actor, Director, Writer;1972-04-10;Netherlands;NA
Matthias Schoenaerts;Actor, Producer;1977-12-08;Belgium;NA
Johnny de Mol;Actor;1979-01-12;Netherlands;NA
Xander Straat;Actor;NA;NA;NA
Diana Dobbelman;Actress;1939-03-16;Netherlands;NA
Rixt Leddy;Actress;1976-05-05;Netherlands;NA
Lidewij Mahler;Actress;1981-01-16;Netherlands;NA
Pieter Tiddens;Actor;NA;NA;NA
Gijs Naber;Actor;1980;Netherlands;NA
Dirk Zeelenberg;Actor, Producer;1969-03-11;Netherlands;NA
Michiel de Jong;Actor;1973-05-17;Aruba;NA
Jobst Schnibbe;Actor;NA;NA;NA
Boris Saran;Actor;NA;NA;NA
Jack Vecht;Actor;1950-03-16;Netherlands;NA
Jacqueline Blom;Actress;1961-04-16;Netherlands;NA
Seth Kamphuijs;Actor, Producer, Production Manager;1977-09-10;Netherlands;NA
Herman Boerman;Actor;1963-02-02;Netherlands;NA
Skip Goeree;Actor;NA;NA;NA
Bert Luppes;Actor;1955;NA;NA
Marisa Van Eyle;Actress, Soundtrack;NA;NA;NA
Heleen Mineur;Actress;NA;NA;NA
Bas van der Horst;Actor;NA;NA;NA
James Purefoy;Actor;1964-06-03;UK;NA
Mark O'Neal;Actor;NA;NA;NA
Robert Orr;Actor;NA;NA;NA
Richard Ryan;Stunts, Actor, Miscellaneous Crew;NA;NA;NA
Frantisek Deak;Stunts, Actor;NA;NA;NA
Christian Dunckley Clark;Actor;NA;NA;NA
Ian Whyte;Actor, Stunts;1971-09-17;UK;NA
Thomas McEnchroe;Actor;NA;NA;NA
Andrew Whitlaw;Actor;NA;NA;NA
Robert Russell;Actor;NA;NA;NA
James Babson;Actor;1974-10-24;USA;NA
Marek Vasut;Actor;1960-05-05;Czechoslovakia [now Czech Republic];NA
Geoff Bell;Actor;1963;UK;NA
Max von Sydow;Actor, Director, Soundtrack;1929-04-10;Sweden;NA
Lucas Stone;Actor;NA;NA;NA
Samuel Roukin;Actor;1980-08-15;UK;NA
Rachel Hurd-Wood;Actress;1990-08-17;UK;NA
Patrick Hurd-Wood;Actor;1995-04-04;UK;NA
Pete Postlethwaite;Actor, Producer;1946-02-07;UK;2011-01-02
Alice Krige;Actress, Producer;1954-06-28;South Africa;NA
Anthony Wilks;Actor;1983-01-21;UK;NA
Isabel Bassett;Actress;NA;NA;NA
Jeff Smith;Actor;NA;NA;NA
Matthew Stirling;Stunts, Actor;NA;NA;NA
Curtis Matthew;Actor;NA;NA;NA
Steven Seagal;Producer, Actor, Writer;1952-04-10;USA;NA
Tommy Lee Jones;Actor, Director, Writer;1946-09-15;USA;NA
Gary Busey;Actor, Soundtrack, Composer;1944-06-29;USA;NA
Erika Eleniak;Actress;1969-09-29;USA;NA
Colm Meaney;Actor, Soundtrack;1953-05-30;Ireland;NA
Patrick O'Neal;Actor;1927-09-26;USA;1994-09-09
Andy Romano;Actor;1941-06-15;USA;NA
Nick Mancuso;Actor, Producer, Writer;1948-05-29;Italy;NA
Damian Chapa;Actor, Director, Producer;1963-10-29;USA;NA
Troy Evans;Actor, Soundtrack;1948-02-16;USA;NA
David McKnight;Actor;NA;NA;NA
Lee Hinton;Actor;NA;NA;NA
Glenn Morshower;Actor, Producer, Casting Department;1959-04-24;USA;NA
Leo Alexander;Actor;NA;NA;NA
John Rottger;Stunts, Miscellaneous Crew, Actor;NA;NA;NA
Brad Rea;Camera Department, Actor;NA;NA;NA
Michael Welden;Actor;NA;NA;NA
Bernie Casey;Actor, Director, Writer;1939-06-08;USA;NA
Rickey Pierre;Actor;NA;NA;NA
Raymond Cruz;Actor, Sound Department;1961-07-09;USA;NA
Duane Davis;Actor, Producer;NA;USA;NA
Eddie Bo Smith Jr.;Actor, Transportation Department, Camera Department;NA;NA;NA
Richard Andrew Jones;Actor, Miscellaneous Crew;1946-11-09;USA;NA
Tom Reynolds;Actor;NA;NA;NA
Tom Muzila;Stunts, Actor, Miscellaneous Crew;NA;NA;NA
Kirk Burroughs;Actor;NA;NA;NA
Colin Firth;Actor, Producer, Soundtrack;1960-09-10;UK;NA
Scarlett Johansson;Actress, Soundtrack, Director;1984-11-22;USA;NA
Tom Wilkinson;Actor, Soundtrack;1948-02-05;UK;NA
Judy Parfitt;Actress;1935-11-07;UK;NA
Cillian Murphy;Actor, Soundtrack, Writer;1976-05-25;Ireland;NA
Essie Davis;Actress, Producer, Soundtrack;1970;Australia;NA
Joanna Scanlan;Actress, Writer, Producer;1961-10;UK;NA
Alakina Mann;Actress;1990-08-01;UK;NA
Chris McHallem;Actor, Writer, Director;1960;UK;NA
Gabrielle Reidy;Actress, Writer;1960-07-23;Ireland;2014-10-13
Rollo Weeks;Actor;1987-03-20;UK;NA
Anna Popplewell;Actress;1988-12-16;UK;NA
Anais Nepper;Actress;NA;NA;NA
Melanie Meyfroid;Actress;NA;NA;NA
Nathan Nepper;Actor;NA;NA;NA
Lola Carpenter;Actress;NA;NA;NA
Rainn Wilson;Actor, Producer, Soundtrack;1966-01-20;USA;NA
Ellen Page;Actress, Soundtrack, Director;1987-02-21;Canada;NA
Liv Tyler;Actress, Soundtrack;1977-07-01;USA;NA
Kevin Bacon;Actor, Producer, Director;1958-07-08;USA;NA
Gregg Henry;Actor, Soundtrack, Music Department;1952-05-06;USA;NA
Michael Rooker;Actor, Director, Producer;1955-04-06;USA;NA
Andre Royo;Actor, Producer, Writer;1968-07-18;USA;NA
Sean Gunn;Actor, Writer, Soundtrack;1974-05-22;USA;NA
Stephen Blackehart;Actor, Miscellaneous Crew, Producer;1967-12-01;USA;NA
Don Mac;Actor, Miscellaneous Crew, Composer;1974-06-12;USA;NA
Linda Cardellini;Actress, Soundtrack;1975-06-25;USA;NA
Nathan Fillion;Actor, Soundtrack;1971-03-27;Canada;NA
Gerardo Davila;Actor, Miscellaneous Crew;1975-04-24;Mexico;NA
Grant Goodman;Actor, Music Department, Soundtrack;2000-01-01;USA;NA
Paul T. Taylor;Actor, Writer;NA;NA;NA
Connor Day;Actor;NA;NA;NA
James Gunn;Writer, Producer, Director;1970-08-05;USA;NA
Mikaela Hoover;Actress;1984-07-12;USA;NA
Nick Holmes;Actor, Editor, Assistant Director;1981-08-14;USA;NA
Matt Moore;Actor, Casting Department, Sound Department;NA;NA;NA
Rob Zombie;Soundtrack, Director, Writer;1965-01-12;USA;NA
Steve Agee;Writer, Actor, Director;1969-02-26;USA;NA
Laurel Whitsett;Actress, Miscellaneous Crew;NA;NA;NA
James Lentzsch;Actor, Director, Camera Department;NA;NA;NA
Nate Rubin;Actor, Stunts;NA;NA;NA
Edrick Browne;Actor, Stunts, Producer;NA;NA;NA
Danny Cosmo;Stunts, Actor, Miscellaneous Crew;1962-07-25;USA;NA
Krystal Mayo;Actress, Stunts, Miscellaneous Crew;NA;NA;NA
Russell Towery;Stunts, Assistant Director, Actor;1957-01-28;USA;NA
Nicole Kidman;Actress, Producer, Soundtrack;1967-06-20;USA;NA
Will Ferrell;Actor, Producer, Soundtrack;1967-07-16;USA;NA
Shirley MacLaine;Actress, Soundtrack, Writer;1934-04-24;USA;NA
Michael Caine;Actor, Producer, Soundtrack;1933-03-14;UK;NA
Jason Schwartzman;Actor, Soundtrack, Writer;1980-06-26;USA;NA
Kristin Chenoweth;Actress, Soundtrack;1968-07-24;USA;NA
Heather Burns;Actress, Writer, Soundtrack;1975-04-07;USA;NA
Jim Turner;Actor, Writer, Soundtrack;NA;NA;NA
Stephen Colbert;Writer, Producer, Actor;1964-05-13;USA;NA
David Alan Grier;Actor, Writer, Producer;1955-06-30;USA;NA
Michael Badalucco;Actor, Art Department, Producer;1954-12-20;USA;NA
Carole Shelley;Actress, Soundtrack;1939-08-16;UK;NA
Steve Carell;Actor, Producer, Soundtrack;1962-08-16;USA;NA
Katie Finneran;Actress, Soundtrack, Director;1971-01-22;USA;NA
James Lipton;Writer, Producer, Actor;1926-09-19;USA;NA
Conan O'Brien;Writer, Producer, Actor;1963-04-18;USA;NA
Amy Sedaris;Actress, Writer, Soundtrack;1961-03-29;USA;NA
Richard Kind;Actor, Writer, Soundtrack;1956-11-22;USA;NA
Ken Hudson Campbell;Actor, Miscellaneous Crew;1962-06-05;USA;NA
P.J. Byrne;Actor, Writer, Director;1974;USA;NA
Carole Androsky;Actress;1942-11-10;USA;NA
Annie Mumolo;Actress, Writer, Producer;1973-07-10;USA;NA
Andrew Friedman;Actor, Writer, Producer;NA;NA;NA
Clay Bravo;Actress;NA;NA;NA
Heather Maristella;Actress;NA;USA;NA
Jonathan T. Floyd;Actor;NA;NA;NA
Ed McMahon;Actor, Writer, Producer;1923-03-06;USA;2009-06-23
Alison MacInnis;Actress, Camera Department;1980-03-24;NA;NA
Danny Glover;Actor, Producer, Director;1946-07-22;USA;NA
Whoopi Goldberg;Actress, Producer, Writer;1955-11-13;USA;NA
Margaret Avery;Actress;1944-01-20;USA;NA
Oprah Winfrey;Producer, Actress, Soundtrack;1954-01-29;USA;NA
Willard E. Pugh;Actor, Producer;1959-06-16;USA;NA
Akosua Busia;Actress, Director, Writer;1966-12-30;NA;NA
Desreta Jackson;Actress, Producer;NA;NA;NA
Adolph Caesar;Actor;1933-12-05;USA;1986-03-06
Rae Dawn Chong;Actress, Soundtrack, Director;1961-02-28;Canada;NA
Dana Ivey;Actress, Soundtrack;1941-08-12;USA;NA
Leonard Jackson;Actor, Writer;1928-02-07;USA;2013-12-22
Bennet Guillory;Actor, Writer, Producer;1949-11-07;USA;NA
John Patton Jr.;Actor, Soundtrack;1930-02-18;USA;2005-04-18
Carl Anderson;Actor, Soundtrack, Music Department;1945-02-27;USA;2004-02-23
Susan Beaubian;Actress;NA;NA;NA
James Tillis;Actor;1957-07-05;USA;NA
Phillip Strong;Actor;NA;NA;NA
Laurence Fishburne;Actor, Producer, Writer;1961-07-30;USA;NA
Peto Kinsaka;Actor;NA;NA;NA
Lelo Masamba;Actress;NA;NA;NA
Margaret Freeman;Actress;NA;NA;NA
Howard Starr;Actor;NA;NA;NA
Daphaine Oliver;Actress;NA;NA;NA
Jadili Johnson;Actor;NA;NA;NA
Lillian Njoki Distefano;Actress;NA;NA;NA
Donna Buie;Actress;NA;NA;NA
Leon Rippy;Actor;1949-10-30;USA;NA
John R. Hart;Actor;1952-02-15;USA;NA
Cher;Soundtrack, Actress, Director;1946-05-20;USA;NA
Christina Aguilera;Soundtrack, Actress, Producer;1980-12-18;USA;NA
Eric Dane;Actor, Soundtrack;1972-11-09;USA;NA
Cam Gigandet;Actor, Soundtrack;1982-08-16;USA;NA
Julianne Hough;Actress, Soundtrack;1988-07-20;USA;NA
Alan Cumming;Actor, Soundtrack, Writer;1965-01-27;UK;NA
Peter Gallagher;Actor, Soundtrack, Writer;1955-08-19;USA;NA
Kristen Bell;Actress, Soundtrack, Producer;1980-07-18;USA;NA
Stanley Tucci;Actor, Producer, Director;1960-11-11;USA;NA
Dianna Agron;Actress, Soundtrack, Writer;1986-04-30;USA;NA
Glynn Turman;Actor, Director, Writer;1947-01-31;USA;NA
David Walton;Actor, Producer;1978-10-27;USA;NA
Terrence Jenkins;Actor, Miscellaneous Crew;1982-04-21;USA;NA
Chelsea Traille;Actress, Miscellaneous Crew;NA;NA;NA
Tanee McCall;Actress, Producer, Writer;1981-04-17;USA;NA
Tyne Stecklein;Actress, Miscellaneous Crew;1988-08-11;USA;NA
Paula Van Oppen;Actress;NA;NA;NA
Isabella Hofmann;Actress;1958-12-11;USA;NA
James Brolin;Actor, Producer, Director;1940-07-18;USA;NA
Stephen Lee;Actor;1955-11-11;USA;2014-08-14
Denise Faye;Actress, Miscellaneous Crew, Soundtrack;1963-07-16;USA;NA
Baldeep Singh;Actor;1980-10-28;Canada;NA
Michael Landes;Actor, Producer;1972-09-18;USA;NA
Wendy Benson-Landes;Actress;1971-07-08;USA;NA
Tisha French;Actress;NA;NA;NA
Katerina Kopel;Actress;NA;NA;NA
Jay Luchs;Actor;NA;NA;NA
Mickey Rooney;Actor, Soundtrack, Producer;1920-09-23;USA;2014-04-06
Kurt Russell;Actor, Writer, Producer;1951-03-17;USA;NA
Pearl Bailey;Actress, Soundtrack;1918-03-29;USA;1990-08-17
Jack Albertson;Actor, Soundtrack;1907-06-16;USA;1981-11-25
Sandy Duncan;Actress, Soundtrack, Writer;1946-02-20;USA;NA
Jeanette Nolan;Actress, Soundtrack;1911-12-30;USA;1998-06-05
Pat Buttram;Actor, Soundtrack, Writer;1915-06-19;USA;1994-01-08
John Fiedler;Actor, Soundtrack;1925-02-03;USA;2005-06-25
John McIntire;Actor;1907-06-27;USA;1991-01-30
Richard Bakalyan;Actor, Writer, Producer;1931-01-29;USA;2015-02-27
Paul Winchell;Actor, Soundtrack, Writer;1922-12-21;USA;2005-06-24
Keith Coogan;Actor, Set Decorator, Soundtrack;1970-01-13;USA;NA
Corey Feldman;Actor, Producer, Soundtrack;1971-07-16;USA;NA
'Squeeks' the Caterpillar;Actor;NA;NA;NA
Brian Harvey;Actor;1953-08-19;USA;NA
Ewan McGregor;Actor, Writer, Producer;1971-03-31;UK;NA
Ryan Gosling;Actor, Soundtrack, Producer;1980-11-12;Canada;NA
Kate Burton;Actress;1957-09-10;Switzerland;NA
Naomi Watts;Actress, Producer;1968-09-28;UK;NA
Elizabeth Reaser;Actress;1975-06-15;USA;NA
Bob Hoskins;Actor, Soundtrack, Director;1942-10-26;UK;2014-04-29
Janeane Garofalo;Actress, Writer, Producer;1964-09-28;USA;NA
BD Wong;Actor, Soundtrack;1960-10-24;USA;NA
John Tormey;Actor;1937-08-04;USA;NA
José Ramón Rosario;Actor, Miscellaneous Crew;NA;NA;NA
Becky Ann Baker;Actress, Soundtrack;1953-02-17;USA;NA
Lisa Kron;Actress;NA;NA;NA
Gregory Mitchell;Actor;1951-12-09;USA;2004-11-18
John Dominici;Actor;1996-07-24;USA;NA
Jessica Hecht;Actress;1965-06-28;USA;NA
Sterling K. Brown;Actor;NA;USA;NA
Amy Sedaris;Actress, Writer, Soundtrack;1961-03-29;USA;NA
Michael Devine;Actor, Stunts;NA;NA;NA
Jolly Abraham;Actress;NA;NA;NA
Mark Margolis;Actor;1939-11-26;USA;NA
Mary Testa;Actress, Soundtrack;1955-06-04;USA;NA
Angela Pietropinto;Actress;NA;NA;NA
Oni Faida Lampley;Actress;1959-04-15;USA;2008-04-28
Jarlath Conroy;Actor;1944-09-30;Ireland;NA
Michael Gaston;Actor, Producer, Writer;1962-11-05;USA;NA
Noah Bean;Actor, Director, Editor;1978-08-20;USA;NA
Yusuke Iseya;Actor, Director, Writer;1976-05-29;Japan;NA
Jason Bermingham;Actor;NA;NA;NA
Eduardo Semerjian;Actor;1965-09-11;Brazil;NA
Don McKellar;Actor, Director, Producer;1963-08-17;Canada;NA
Ciça Meirelles;Actress;NA;NA;NA
Antônio Fragoso;Actor;NA;NA;NA
Lilian Blanc;Actress;NA;NA;NA
Douglas Silva;Actor, Producer;1988;Brazil;NA
Daniel Zettel;Actor;1984;Brazil;NA
Yoshino Kimura;Actress;1976-04-10;UK;NA
Joe Pingue;Actor, Writer, Producer;NA;NA;NA
Susan Coyne;Writer, Actress, Director;NA;NA;NA
Fabiana Gugli;Actress;1974-07-21;Brazil;NA
Mitchell Nye;Actor;NA;NA;NA
Danny Glover;Actor, Producer, Director;1946-07-22;USA;NA
Alice Braga;Actress;1983-04-15;Brazil;NA
Mark Ruffalo;Actor, Producer, Director;1967-11-22;USA;NA
Joe Cobden;Actor, Director, Producer;1978-10-07;Canada;NA
Julianne Moore;Actress, Soundtrack, Producer;1960-12-03;USA;NA
Mpho Koaho;Actor, Soundtrack;NA;NA;NA
Sari Friedland;Producer, Production Manager, Miscellaneous Crew;NA;NA;NA
Gael García Bernal;Actor, Producer, Director;1978-11-30;Mexico;NA
Tom Melissis;Actor, Writer;NA;NA;NA
Tracy Wright;Actress;1959-12-07;Canada;2010-06-22
Amanda Hiebert;Actress;NA;NA;NA
Jorge Molina;Actor, Writer, Director;NA;NA;NA
Patrick Garrow;Actor;NA;NA;NA
Gerry Mendicino;Actor;1950;Canada;NA
Matt Gordon;Actor;NA;NA;NA
Sandra Oh;Actress, Soundtrack, Producer;1971-07-20;Canada;NA
Anthero Montenegro;Actor;1976-10-17;Brazil;NA
Fernando Patau;Actor;NA;NA;NA
Otávio Martins;Actor;NA;NA;NA
Joao Velho;Actor;1984-01-02;Brazil;NA
Marvin Karon;Actor;NA;NA;NA
Joseph Motiki;Actor;NA;Canada;NA
Johnny Goltz;Actor;1977-11-19;Canada;NA
Robert Bidaman;Actor, Miscellaneous Crew;NA;NA;NA
Orlando Bloom;Actor, Producer, Soundtrack;1977-01-13;UK;NA
Kirsten Dunst;Actress, Soundtrack, Director;1982-04-30;USA;NA
Susan Sarandon;Actress, Soundtrack, Producer;1946-10-04;USA;NA
Alec Baldwin;Actor, Producer, Soundtrack;1958-04-03;USA;NA
Bruce McGill;Actor, Soundtrack;1950-07-11;USA;NA
Judy Greer;Actress, Producer, Writer;1975-07-20;USA;NA
Jessica Biel;Actress, Producer, Soundtrack;1982-03-03;USA;NA
Paul Schneider;Actor, Writer, Director;1976-03-16;USA;NA
Loudon Wainwright III;Actor, Soundtrack, Composer;1946-09-05;USA;NA
Gailard Sartain;Actor, Soundtrack, Writer;1946-09-18;USA;NA
Jed Rees;Actor;1970-03-08;Canada;NA
Paula Deen;Actress;1947-01-19;USA;NA
Dan Biggers;Actor;1931-01-18;USA;2011-12-05
Alice Marie Crowe;Actress;NA;NA;NA
Tim Devitt;Actor, Director, Writer;NA;NA;NA
Ted Manson;Actor;1926-10-23;USA;2008-06-01
Maxwell Moss Steen;Actor;NA;NA;NA
Reid Thompson Steen;Actor;NA;NA;NA
Shane Lyons;Actor, Editorial Department, Sound Department;1988-02-18;USA;NA
Emily Rutherfurd;Actress;1974-09-18;USA;NA
Michael Naughton;Actor, Writer;NA;NA;NA
Griffin Grabow;Actor;NA;NA;NA
Nina Jefferies;Actress;NA;NA;NA
Emily Goldwyn;Miscellaneous Crew, Actress, Writer;NA;NA;NA
Kristin Lindquist;Actress;NA;NA;NA
Allison Munn;Actress, Soundtrack;1974-10-07;USA;NA
Tom Humbarger;Actor, Producer;1982-07-08;USA;NA
Patty Griffin;Soundtrack, Actress;1964-03-16;USA;NA
Gregory North;Actor;NA;NA;NA
Steve Seagren;Actor, Director, Writer;NA;NA;NA
Guy Stevenson;Writer, Actor, Producer;NA;USA;NA
Jeffrey De Serrano;Actor, Writer, Producer;NA;NA;NA
Jeanette O'Connor;Actress, Casting Director, Casting Department;NA;NA;NA
Catherine McGoohan;Actress;1952-05-31;UK;NA
Sean Nepita;Actor, Producer;NA;NA;NA
Dena DeCola;Actress, Director, Writer;NA;NA;NA
William Shatner;Actor, Writer, Producer;1931-03-22;Canada;NA
Leonard Nimoy;Actor, Director, Producer;1931-03-26;USA;2015-02-27
DeForest Kelley;Actor;1920-01-20;USA;1999-06-11
James Doohan;Actor, Miscellaneous Crew;1920-03-03;Canada;2005-07-20
George Takei;Actor, Writer, Producer;1937-04-20;USA;NA
Walter Koenig;Actor, Writer, Producer;1936-09-14;USA;NA
Nichelle Nichols;Actress, Producer, Soundtrack;1932-12-28;USA;NA
Jane Wyatt;Actress, Soundtrack;1910-08-12;USA;2006-10-20
Catherine Hicks;Actress, Soundtrack;1951-08-06;USA;NA
Mark Lenard;Actor;1924-10-15;USA;1996-11-22
Robin Curtis;Actress;1956-06-15;USA;NA
Robert Ellenstein;Actor, Director;1923-06-18;USA;2010-10-28
